,id,comment_text,severe_toxic
91351,f44445d6b056fcf5,fuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck ofuck of,1
110946,5195fdc1ca02d9b7,delete delete the fucking images and stop sending me this mesages ,1
71361,bf05e5722175ae70,what a fucking charade she s a fucking idiot and the people that suport her are biger idiots ,1
71557,bf8f61c7fe0bad6b,what the fuck people ad unsourced shit to the wikipedia al the time why the fuck are you picking on me shit god forbid there be something unsourced about a fucking curent event they should have put you in charge during the pearl harbor bombings your response time would have ben blody briliant ,1
66350,b1865fe6da09a5e6,a jew going around wikipedia editing against arabs everywhere fuck you ,1
109717,4ad67d7e23c32f45,and you yamla can blow it out of your big fat as do you realy think that i give a flying fuck what you do of course not ban me for you if you must protect this page i wil not be censored or silenced by the likes of you you pansy ased shit eating mother fucker i asert my second amendment right of fredom of expresion and i further asert that you can suck my cock muhehahahahahahahahahah ,1
5610,0efdedac6cc0a8db,helo mother fucker hijo edputa,1
16959,2cc035200e864b15,you like to be fucked,1
52373,8c274602b922cf84,fuck you al go to hel ,1
68917,b8629683e6ea3cca,u guys are fucking morons,1
43922,7536cd5381c458f8,fuck of you monkey cock sucker,1
19819,345628b81646c250,go fuck yourself you stupid bitch go do something beter with your life instead of siting the whole day behind your computer and editing go do something useful and stop wasting power that way you can help grenpeace on wikipedia ,1
125872,a14533b9c2c0b72c,because i m such a fucking retard ,1
151854,83d6abb2cded7619,fuck you cunt how fucking dare u judge me cunt dont fucking stand up for telstra fucker you smal cock fag il cum on your grave and hope that shit rains down it fucker fuck i hope you die fuck i want you dead why lefty do you use your left hand to wank cunt fucking wanker ow i just came ,1
33964,5a9631e4e5c2aa00,you can suck my as you stupid ashole this was a personal atack but maybe you re realy a stupid ashole you can not se the diference betwen a reliable source and review crap furthermore you were a part of the edit war ,1
26408,45ee7dade02bce00,knock of the vandlism or i l report your fucking dumas,1
46630,7ca1b9f9c9b4b58e,go fuck yourself you fagot ,1
76793,cda7999f6d81c35b,fuck you wikipeia you cant stop us fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck,1
148722,51250c77c248d321,hey fuckface stop reverting my page u gay loser cant u hav some fun u fukin nerd think ur so tuf big dunc tel me ur adres and il cum fuk u up,1
88773,ed7e6d2528073422,u ashole u dickhead gethe staright whatever coments i ad are authentic ms dhoni is rajput but u kep on deleting that whereas on sehwag page u alow to be writen that he is jat badgujars are rajputs not one u ask wil tel they are gujars u are trying to remove rajput glorius history i wil not tolerate u mongrose rajputs were the rulers of india and gujars and jats are farmers and catle herders u urself are giving wrong information to the wrol d wat sort of wikipedia is that u must have taken some bribe u suker head ,1
63247,a93e6014160cf536,fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking bitches that are reading this sucks fat dick fucking,1
144127,08367adf6b0c204e,suck my sockpupet fag ,1
149613,5ead69fe1514fad8,fuck of wolfkeper talk ,1
132019,c281c5604b5e3ce5,life insurance don t fuck with them or you wont live long ,1
80759,d814423e3e003fd8,yeah fuck you there are fascists al over that euromaidan movement just check the ideology that guides most political parties involved in it you fuck user ,1
25062,424cafb1ede9379f,you a bitch i hope you die you worthles pathetic fucking cunt ,1
133250,c8edbec909892107,gogo blows man s thick cock then gets on al four for fuck from behind like a litle bitch in heat,1
82653,dd160cc42d2c6b8a,eat shit niger i cant be blocked i have infinite ips,1
140974,f256b26ed0653cb6,you re a total fag pokemon netbatle is some awesome fucking shit and you re a godamn cunt for not realizing it you fucking chose to delete it because of some bulshit reason that it s not significant enough when compared to your high standards of significance you re the insignificant fuck mother fucker fuck your lame shit my pokemon wil rape you ,1
6309,10d7e09735674f78,suck my bals fuck you,1
130554,ba67aea28f1a9d5a,i don t give a shit you people are a bunch of dictators eat shit ,1
15469,28d97aff10e46f48, what the fuck what the fuck dude i can t ad my own fucking genre to a page godamnit i m fed up with this shit it s bad enough i have to leave melodic death metal on that page but for me not being able to ad the genre that that shity band actualy fals under is insane i left a god source fucking shit fuck ,1
122060,8d0046a3ccd9ba11,about fucking time you retarded litle bitch ,1
126349,a3bec730ccaaeb82,whatever fuck you al ,1
9288,18ac1b2fec428a63,he is a real bastard he is a spy of pinarayi and doing work for pinarayi oneday the people wil realise this who he is is he a military oficer to save the nation or a scientist or a farmer who is he real bastard,1
139294,e97d6342d641c831,who the fuck do you think you are deleting the sms section to the sydney gang rapes it is sourced and verified and not biased so why the fuck did you revert it revert the things which you think to be unsourced but not everything you idiot it was in the article for months and months until two days ago and you didnt have a problem with it then stop your islamic agenda to hide the truth of the rapes that they were racist lok at the sms mesages incite bash a christian you fucking scum i hope you have a daughter and she is raped and she is told she deserves it because she is an ausie pig then when you make an uterance about it we l calyou racist and then whitewash the truth,1
158023,e778d4f09a32b559,fuck you niga fuck you flocka aint a gangster so he s not gangsta rap kids these days are so fucking stupid and mainstream ,1
103484,29b98aa269c97fa6,regarding your sexuality is it true you iz a homo niga you is a skiny litle dork fuck aren t ya you have never had pusy have you boy never you is a niny is what you is one one niga bang blunts al day long son ,1
126743,a5dc09d0dd0db724,no i don t care u bitch ,1
88517,eccca76f152f37e9,fuak u mudafaka you are so suck dik at dis shit i bet u get faked in da as by ur dad al da time,1
68257,b69887f4b18c2cf8,dont wory i l unplug my router tonite to get another ip adres u fucking fagot as are al u wikipedaphile retards ,1
57263,9919acdd2a7ef984,did you know you are ful of shit and a fucking cunt ,1
89988,f0bf4110f6a954c1,fucktard you are a big fucktard ,1
114503,6469e5ff1037c32c,dont you know most of the hongkongese dont apreciate of this chinese flag you dumbas japanese hong kong should be ruled by the hongkongese or the british or you retarded japanese should be ruled by the chinese ,1
25878,447bd7740d17a545,go fuck yourself this ain t any of your busines and i fucking know what tor is ashole ,1
55910,95610e068ba8cef7,listen fuckers why dont you al come say this shit to my face ,1
159096,f871b05d4caa6f20,you filthy stinking crow i am back dirty crow you beter delete or if not suport the deletion of al photos of human private parts you feces gorging filthy mongrel are you a hog you want to lick anuses overflowing with feces dirty hog ,1
80941,d88389bb038e25b0,you are a nazi your defense of the latin american dictatorships and their kilings is awful ,1
71130,be63a4da963bc656,that s it final straw we re doing this you and me i wil be flying to the city of your residence and burning down your domicile do you have nice things because i m going to fuck them i m going to fuck you ,1
79279,d42e86cbdec5bd87,shut the fuck up u big dumb bitch as pusy i fucked yo wife niga done ,1
76670,cd50a80eea9b7ae6,gues what your stil a dirty litle cock sucking slut ,1
18969,3218da509d3cd54a,wel fuck you to then ashole be a dick ,1
17775,2ef025f1501fe901,fuck you whores i l fuck you up old style motherfucking tranybangers cunts ,1
71213,be9b52ae22899c2d,i wil kil you you fucking twat i wil shove a knife through your heart bold text,1
157179,da0b1337eb74f190,fuck of this is none of your concern its betwen me and nefuck,1
99144,125ff16552f781c7,beblebrox you f cking prost tute beblebrox you brainles f cking prost tute ,1
112642,5a9e8829b2fb9f0f,fuck u u fucken stole my cloudsong motherfucker and if i ever fucken find u fuck fuck u,1
142689,fb3059ad01e55ca9,you are such a fucking fagot there s no ned for references for something that can t realy be reliably cited even if there was a sociological study on people who have apd coke drinkers and cocaine users it wouldn t be very reliable because there s no way to tel if people are lying fuck of you beaurocratic oficial peice of pedophile and that citing and copyright shit has got to go i refused to make bibliographies in high schol for one reason i never claimed that the work was mine and i shouldn t have to claim who s it was because it s self explanitory that i didn t make it since i didn t claim to have done so ,1
82163,dbce34fa765b33fc,you gona fuckin block me big boy come on you know the pats wil cover just fuckin block me wil ya ,1
117531,73f283c3ac033113,hey fagot you suck my huge dong,1
133450,c9f1a6522fc800d8,fuck you ashole ,1
16246,2ad5b29e429f1dd9,jerk me joly fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck fuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuckfuck computers,1
105316,3373ba88c6e18880,fuck u bastard turd ,1
82009,db652829350d5cf5,you re a dirty fagot lick my hairy nut sack douche bag i m gona edit the shit out of wikipedia and enjoy it so fuk you,1
5771,0f71947f6ef0d127,this user is a fucking douche bag,1
109637,4a7bb613c06a9d5c, ahoy what s it like being the dweb bitch of a worthles gawk cow you should just move to dc and stick it to er since she s lonely oh that s right you don t have the right equipment sory dipshitboy fucking moron justice wil prevail over you vandal chasing idjuts we re gona fuck ya and fuck ya god no quarter ,1
142636,faf5bec124ed441d, hey fuck head hey just wanted to say hey fuck head seing as you re a complete fuck head do not forgive do not forget fuck you shit bitch go on ban me that s the wikipedia way just shut out the objectors to the admin power trip and go on with your day if people like you ruled the world we d be extinct before we were ever suposed to be again fuck you shit bitch ,1
33841,5a3f084793d5c1bd,hey ms bitch get the fuck out,1
27450,48a6c30c8ed77d59,fuck you fuck you fuck you fuck you ,1
132989,c771262430e24f6e,what the fuck is your problem writing a response on my talk page is not vandalism leave me the fuck alone you fucking stalkers ,1
17133,2d2ec77fbbeadf9a,arc grit the fucking cunt of al cunts ruined me by saying i vandalised formula one season what a cunt ,1
24845,41b67301a4e8b1f6,you mother fucker ,1
104172,2d6dbf1fc5cc692d,oh you are al i give you permision you dick they telyou,1
135848,d69e04d129625c36,fuck of stalker ,1
37507,642ef6eb83bb5722,fuck fuck you bitch screw you hary poter ashole licking,1
108104,41d49e768e93c4df,dumbledore suck my bals j suck my bals ,1
110964,51aabb7083fdbec0,they should die and please note to that bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks bush sucks,1
93468,f9e58fdb6b6f2f55,you re fucking gay get a job and quit arguing with people on the internet it doesn t make you col you aren t ading shit you re just making it worse get a fucking life ,1
125806,a0fda2f0f4148c92,gay i think your realy realy gay and you probably suck dick find something beter to do other than being a fag and fixing wikipedia pages and by saying your gona block me from editing doesnt realy do much for you or me now does it its not like i can go to jail,1
