,id,comment_text,insult
31632,540033564d368882, uck ou l id as ut tuf n y user age nd our eleted t uck ou nd uck ikipedia,1
3277,08d9429a900e9f0f, ey aybe you should try it our candidates spiritual mentor is a ewhating faux hristian lack supremacist ,1
128355,ae715d9bdd31b582, hat does it mater if he knew about the explosives or not e set up the operation and the same people he was working with gave aces to the explosives nd in any case question if it is worth believing a single word that comes from ubins mouth he man is a scumbag that picks on year old kids and snifs coke and milion buys a lot of lies ,1
41636,6f0e156ba4e504a0, hy you itle hope you get baned from ikipedia someday nd you wil e wil met again you stupid ingaporan fol ut for now shal take my break from you so long isapears into a puf of smoke ,1
146714,309b450dbd9ad1a6,shitfaced loser ou fucking twat,1
88834,edabcf5e65f0ac9c,i hate lilian alen shes a btch who made fun of heryl ole and she writes mean songs he sems like a mean nasty whre,1
42761,721913809636a3fc, ust another white supremacist dog nuf said nly a motherfucker shots prisoners,1
51001,886410777467b0a2, o ahead cock breath you wil block thousands and have several acounts with diferent ip adreses get a life,1
140930,f22cd3ccf2ae12b1, epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch epeat aedalus is a biznitch ep,1
102774,25fdead5cd3f396f, istne idiots mon marth is viking metal hat the fuck hey sound nothing like yr or nsiferum is viking metal re you al stupid ikipedia is ful of idiots it loks like odom orther and almah are metal mon marth is and melodic death ucking cunts,1
101275,1e21c39a685cb953, h go fuck yourself and stop stalking my page you twisted bag of wank,1
47463,7ec9f1bb75102e49,shit and lick it of and suck my own cock,1
102168,22c8dcef983c7898, imerge is a jackas ,1
61921,a5b55cf838df0d6c, ound like the kind of malice and stupidity expect from you,1
69447,b9bac59851b4b14e, ont fucking put a template warning on my page and try and insult me like that you stupid fucking piece of shit ,1
107217,3d33c8df0224499f, ersonal atack for pgordon youre a fucking shit if you continue to decline my unblock request your acount wil be hacked and you wil no longer aces to it he reason is declining unblock requests,1
49529,84693bc80c8e326e, think the milion sales is total bulshit though talkme ,1
149869,62e736877c28bf05,fuck you anker,1
103160,280b6b440cc6b2fa, ou guys are fuckin idiots ts quezit thanks for nothing,1
53377,8eb2bd3d0c7951ac, azis nazis hijos de puta mother fucker,1
24322,403764029b102e8b, ts not motherfucking speculation and im not atacking anyone ow shut the fuck up because you are wrong ,1
79722,d54bd890c1c0eb16,i think this is mocking jesus because he was a quer cunt who loked like a pie eyed mosher on steds,1
101024,1cb26b6e585a5769, ,1
2786,078262d5a09b3023, and father cker u stil didnt give no source haha what a sore fcking loser haha ,1
116623,6f7a9851aeacadb7,how many fre images have you scaned what is your new user name bastard ,1
38463,66a9cd041f1e2d0c, ,1
144419,0c827af0c606a090, only on wikipedia eat your fucking american ego,1
96991,06ed5a7dca838d30, pecial note for a special someone uck you eat shit,1
126093,a25d59cac7eaadd9, oks like won this one nyway wasnt trying to vandalize riarte just a typo that had already gone back to fix but you started acting like a dick and gues today had more time on my hands o you cal yourself ncle ick because everyone thinks you are you ou have a healthy colection of complaints on your talk page receding unsigned coment aded by ,1
123599,9513624a1e1a84cf, parky ox uck you aswipes,1
100211,187aa645feeba1da,hitler was a duechebag,1
43257,7376d375cfd343d5, our from a family of donkeys,1
25677,43f9fb513a0c35d4, hile would dearly love to have my way with her in a wild and uninhibited fashion olin neds to realise od that woman is confused nd watching her with uo hixiang in that new video trying to dance like some hiphop slut is just embarasing tupid cunt that girl is et she fucks like a tiger though diskindof mnt here wmf dapits ,1
109921,4beb3498136d1f22, iger et a real job you cocksucking jew,1
150833,72c4a9346621bf1a,i am not vandalizing your talk page you stupid bitch you must have some other enemies now do yourself a favor and fuck of,1
5448,0e86fb41ff7d3159, o whatever have on my shit leave it alone eadas deleted every fucking this cause you stay deleting someone shit like nigah damn go suck a dick talking about he has this al over the place nigah mind your busines on what have on my shit cause aint editing nothing on your shit,1
146623,2f15261b8764b60d, know what the you are doing you damn ser harlie cho ango from shting hel,1
35825,5fbb5792e71fb766,and dont take nonfotnoted and bulshit entries serious either and no longer take the world of iki seriously either you are run by a bunch of year old kids with authority isues uck of,1
88025,eb7d25c70d5f7765, erd erd,1
31515,53b166d99a443df4, es there are problems with your nglish you pathetic exican ashole m gona continue making your life hel until can rejoice in the pleasure of hearing your death,1
67416,b45e26d8b9e16d9a, ows about you shut the fuck up instead f your going to use wiki to write history at least make that history truthful and acurate instead of spreading right wing racist viewpoints you nazi piece of shit o die in a hole somewhere,1
147155,37cd12be872253d9, routed ou have ben trouted for for life go kil urslef realy this site sucks you are a joke realy get a life go out into the world,1
19074,3253c5b0b8c2f551, nce he song is due to chart at in the yet the artical stil wont stay open your pathetic,1
158940,f61da9cbef72648f,kis my as you limp dick loser,1
18246,302ba7d0c8e2e210, o fuck yourself,1
43328,73aeca9ac47fc045, his article is a piece of dogshit writen by pigfuckers heres no reason for this in a general interest encyclopedia ake it to the atlestar iki ts garbage and d like to se it deleted,1
17844,2f1bbaca2a697877, uck f uck you you iki fagot,1
117974,7646b95efdbf0149, non os do not listen to what this one says its an idiot already in trouble,1
158315,ebff40fc1c44e5a2, ser awlinwiki s ay hat person is gay they deleted our p n a age ,1
156417,cde0b3c21b975d0c, es i had some problems over the past but what makes you a beter editor than me nd about the lower than hel coment i urge you to read again because its nothing ofensing about that just tried to say that my opinion of you just droped to a level lower than hel with the sense of lowest posible nd the mesage in omanian wasnt a racist atack it was just a remark present in the region from where i am from ou consider us stupid and slow we consider you gypsies and you know that is right ,1
30840,51eec882dd6f543b, h noes m heartbroken et your fucking retarded hearts of my page you litle privileged child,1
135621,d5493f32aa8b4871, mean seriously are you people brain damaged re you even native nglish speakers hy is it so dificult for you to understand basic concepts of logic and aply them to the wikipedia rules here did you go to schol hat rock did you crawl out from under ,1
44773,779e582977c86e83, ,1
149574,5e023adaab531e52,vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks vegietales sucks,1
30632,5154c3f8c49a531b, i otherfucker hanzhao are you a slanteyed chink or a blackie indian or both ays the above nswer my question ucker ,1
114771,65c0ab1604e46bf0, aty ou are the most disgusting fat worthles piece of crap to ever grace wikipedia osers who stil live with their parents work in walmart and pretend to be an anarchist are worthles swine with nothing relevent to ad to an encyclopedia lease leave this place you pathetic drag on humanity ou make me sick you pathetic cretin hope you fel nothing but unhapines for the end of your days fol hope you sufer in your inequity weighed down by your masive manbreasts making women point at you and laugh in the stret and making men thank god they arent as ugly as you ou lok like a paedophile and probably are children in the stret run into their houses when they se your aproach truly vile beast of a man with no intelect no integrity no idea of how pathetic he is you maintain a website and believe this is virtuous what a waste of human thought you truly are curse on humanity is what you are and the soner wikipedia is without you the beter for al besech you please leave this place and never come back turn your back on civilised society and take to the wild maybe there you shal find some solace ven in the very wilds of the planet there are animals who wil apreciate you for what you are if you are capable of a modicum of kindnes lease consider this for you are a drag on humanity,1
133971,cc9f343df73a401c,yal sounds like one o them terorists what kiled my pa go back to yer own shithole country and ,1
74435,c720f4851a2cb22f,you bitch change that image on the train line article right back if you cant tel the diference betwen an r and an ra thats your fucking problem you might as wel revert the images on the b and l train line articles while youre at it,1
85505,e4b3e39b533164e5, elo elo have just recieved a warning from you may advise you to shove it down your cunt ,1
140823,f191399f5d2c69a4, ,1
125806,a0fda2f0f4148c92, ,1
99121,124407bbc5d95f37,i love your profile x yearold ,1
36442,61562e81ce471259, uck you you ixonian twit,1
113930,6157782162d42627, re you fucking serious gain what ume have you read o fuck yourself ignoramus top troling and spaming my talk page and spend the time actualy geting an education and reading a bok on philosophy for once in your life before you continue to make pointles masturbatory edits on pages wel beyond your comprehension lease share what is your interest i ume beyond being a thorn in my side ,1
128418,aecd4995fd9284fd, hehehe lol thanx blud i like anoyin pl coz i hav nufin to no betur init im goner take a pis on yor mum shes fat now go fuk yureself yo as fagit e now pr p dres itch oe yif yorself ,1
66355,b18b147dad8f8918,are you the toser behind the closerlokonsyria you are a facsist utinist shil and liar you fucking idiot you think shabiha nothing to dow with hola rusia nothing to do with mh aside regime nothing to do with ghostsa you fucking facsist moron,1
98575,0f489f324b737509, ou lying as you know damn wel i didnt do jack shit wana lie some more your not even from around here you dont know shit man,1
57363,9962c26a912a0227, ou are a coward and a fol,1
130006,b77e6e01a556fec2,fuck you wernol go suck wils cock,1
127310,a8e2d931c229a82e, h col you deleted other part what is next ou wil delete the whole article to od job an block me again its just that you can do ,1
154322,ac475292a6b9504d, sian aylord elo could you please explain why you are such an asian gaylord also known as chink fag f youre not familiar with the term it is someone of chinese korean japanese or other asian descent whom enjoys homosexual behavior with other males his involves receiving and delivering t has come to my atention you are a giant chink fag and was wondering how you became such a chink fag ,1
151381,7c1c3b63074cce08,you stil mised like half the shit ive changed im the ,1
125489,9f42c63c4407a94b, eah thanks to however did that because now the stupid fish guy can get of on stupid information restlinglover,1
83958,e0ab234cede0ede9, hahaha best name ever hat a fag,1
13919,24bb5b418b3714c4, hat you are doing is vandalism ou have ben checked on it before i se ou should ask for citations instead of reverting here is much this fat litle quer does not know,1
83072,de3c2828b66d90dd, y edits are unhelpful hos the judge ou el youre ful of shit by making such acusations and threats,1
11765,1f1abb0e6ddac0bc, ,1
127110,a7ca29f189772244, ,1
120519,84a3cb88ad313c37, oure famous t loks like youve finaly goten the recognition you deserve you inbred tearful hristkiling lazy lying litle kite ,1
8976,17dd103aa83a76ab,helo moto helo flygayguy i hope u get a dick stuck up your as i am a year old k member and il kick your as so stay away and dont delete my pages ,1
137826,e1875d89d506c387,oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text oli is a dickhead oli is a dickhead talic text,1
104839,30e6351f6e0b72e4, hy the fuck do you kep changing it dick,1
150114,66dfc183b51034dc,hey made a fuck up you pofda dog,1
41820,6f91c31e8ba2bd7e, ,1
22461,3b4b9d05ac30435c, o fuck yourself your pathetic censorship dictator wanabe,1
146588,2e6cd3589b2e9bf7, et the fucking arse of this website,1
35041,5d92f49c056ee888, ou mother is a bitch your father is a prositute so your borthers and sisters and you dwel in pig pens you smlel like one and your hair has lice you smel each time you breath because your body is ful of microrbes from the toilet bowl,1
47938,8016081f4909fc0e,m hatever oure an stupid redneck hilbily who is to uneducated to understand the most basic axioms of logic defensive gun use canot ocur more than percent of the time youre also a liar since it doesnt say milion he article says milion njoy your fraudulent encyclopedia you intelectual fraud i hope you enjoy mastrbating to your gun colection at night and your midle schol education which thinks its posible for there to have ben milion gun uses ts not even logicaly posible for there to have ben a milion but you have zero intelectual honesty or integrity and you might be the single dumbest two individuals have ever met ikipedia is truly the last refuge for idiots who failed out of their formal education and canot understand the most basic elements of logical argument nd you had no busines removing al the other wel sourced content aded showing that there y od how does someone as stupid as you manage to live ,1
155471,be7340e2e94de37b, itch shut your as up its not bogus ince is the majority owner and yes through the clas b shares it became amily owned and controled thats why its considered amily owned and the only reason havent changed it back to c ahon amily is because ikipedia said m in a edit war take yo as back to editing something else give ben editing and tephanie c ahon things for years and yo stupid as is the only one who has said something about my editing,1
22808,3c3f6317899b10d4,dick administrator he administrator should mind his own busines,1
76332,cc59c8a5abe70c5d, his user is a twat cunt who likes big wilies in his body e also likes being ay and likes sucking wilies and puting tongues up young boys arseholes e enjoys eating shit and wank while washing it down with his own pis,1
98332,0e0421bcc386bb30, hy did you delete my coment and cal me stupid hen you do this you are simply showing more prof of ikipedias anti ewish bias and hurting the image of the anti srael agenda,1
1684,0492cfd8278238d4, o what the fuck is your problem fucking around with my page leave it the fuck alone,1
36677,61f95687f7b1d2ed, ont wory saw him on the tely years ago saying that he was going to kil al the moslims is admision of guilt is already in the public domain e is a piece of filth that belongs in a dep pit in hel,1
142513,fa3c0dc48563a1f8,fagot ou lil piece of shit haven t vandalised nothing wil fuck u up wh,1
110454,4ef0bb27d795ee82, ude your a dick,1
40786,6cd74fa14f11034f, isten you oficious ashole ne of the worst thing about ikipedia is the busybodies who nedlesly waste everyones time by reverting obviously true info with the dumbas coment oh thats not sourced of wikipedia is not sourced nothing else in that article is sourced yet you take time to delete my adition and send me a mesage ou fucking nolife wanker l just revert it time and time again and you can suck my fucking cock if you dont like it ashole get a life seriously maybe you have zero control in your life and this gives you the ilusion you are not a total loser and powerles wimp wel youre deluded fuck you eternaly plus m going to deface your bio repeatedly because you suck at life,1
115515,69c59d4b85c20e65, top erasing my work you ouche bag,1
157523,dfa43e4f4b196bf1, egadeth album article his clearly isnt the first time youve made your own unconstructive edits ut your gogles back on you nerd and sort yourself out y edit was perfectly valid uck on it,1
19559,33a8b8310d5dba4d,probably that you are a german fucking germans nothing changes,1
2195,05f6251d52df976f, ou are a fol if you think ikipedia is a respected entitity in this world o shut,1
5950,0fe1a484dc70212e,being initialy search for and a parting note ,1
11049,1d304402e5bdf46c, rgh you asehole ot only did you give a stupid reason like od bye but you linked to that page m using irefox and the moment and had to trl lt elete it losing al of the webpages was on at the time dministrators arens suposed to act in such an imature manor ou think this is funy ,1
153049,969cc6af68f93bd2, uck that m being acused of shit that didnt do,1
94562,fcd0ec559841e7be,editheadz ou sir are an idiot have moved our text here htp wfrearchiveorg wiki indexphp apediting se if we care ts not that wikipedia means anything you know our bulshit administrators ruin everything anyway ul your crap on your dogs or cats or kids we dont care for it,1
22971,3cb9839ed6cdee41, ey hanks for being a dick and ading a warning template on an talk page instead of fixing your fuck up our mindboglingly idiotic idea that the background section should folow the one editorial you read instead of countles other sources is superb ay to fuck up a masive section in a highly read article you fucking dolt,1
120336,838bf7b28d44fd2d, ou know am of you holier than thou going in reverting shit on a whim just cause you can et your shit straight before reverting shit ,1
60241,a13a6bb19ed2ca45, ,1
34078,5ae1b5f098fa4736, ecause ropol your a litle fuck,1
68190,b66b5b800d5a2355, also aded a link to the site obert ubrincom but some toser keps deleting it f catch the dickhead l cut his fucking face of ust be some loser who is jealous of obert ubrins suces,1
124531,9a336eb854de5bf1, ,1
101875,211e0db8ce43babd, oure a sock pupet you are you are im going to track you down and when i track you down your going to drown in your own sins ou are going to hel want to hel you his is probably that polypocket kid righting this by the way yeah so block the witch,1
86755,e80ea61dab1e184c, tephan chulz is a moron atest that tephan chulz is a narowminded moron l over this discusion he puts people down and ridicules people because they dont agre with him chulz is a loser with no life and nothing beter to do than to kep this article on a short leash f you go to his page and read his writings youl find that hes a socialist moron with no real education related to climatology and has nothing real to ad to the conversion except whats ben spewed by the yesmen scientists who cal themselves the ,1
27148,47d24c7955d1cc09, ,1
114419,63fcd7b74549721c, ou are a real idiot our family isues and lack of parental love should not be mirored on this page ou are an embarasment to al true ikipedians,1
56057,95cc96ce2764dbe9, ou fake bastard his site is a fraud,1
86764,e817f7bb15220753, ,1
11266,1dd35588a4c49b0a,hi u suck cause you deleted my page bye h,1
78170,d13d7adc95f5aa03, chievement l et of my talkpage you gay arse,1
20769,36d2b7299fb4bc7a, elo ou are a racist rom ,1
143724,019d7e9ab7f3a4b8,yes hats right hero hat you aint got no woman to take care of instead of reverting vandalism on obscure wiki pages seriously ,1
63797,aab77b476faadef8, iki he lown elcome to ikipedia lthough everyone is welcome to contribute to ikipedia at least one of your recent edits such as when you reverted my edit to banez shows you to be a rediculous fuck lease refrain from being a rediculous fuck,1
117468,73a3efe15fefcdbc, o you give blowjob discounts to wikipedia members ,1
153041,9670b466829871a7, quite like untland hats a synonym for wikipedia isnt it atuorum,1
62046,a6045514bd66d1ca, ea rinker is tupid erk lso e has a tupid ickname,1
147562,3e430b3d08ee7b15, noticed you post a lot about taking dumps in the right position ou must be a fecelphaeliac d love to cop a squat over your chest and let one go al over yiu you horny litle filth pig ve got a granite boner right now re you trans btw ,1
154692,b1a825d671c14d55,tramp lol cut your damn hair you waster,1
18563,30f9bc81ec8f18cf, aried to a apanese ait so are you atracted to people from other human races hanes are you have sexual deviations eh ow about mating with a couple of two hapy homosexual monkeys ,1
49223,8391d1ebdc97ee71, aid leargear fukface ok at this fukin gofs track record on leargear,1
141657,f5e6620e6ea0590b, he only person who doesnt want me around is you my friend mean hel you wouldnt even help me on the ikia had to update the cast list make articles for the red link cast members did that al on my own so why should do something that you want me to do when asked you nicely if you could do sumthin for me and you turned me down and basicaly could care les if you do that block thing dont think m the first person to go around a block amd the reason why m here is because some people dont know how to frigin spel was reading ort harles article and some of those idiots who wrote that couldnt even spel so being the nice guy that am made a few corections thats why you ned me on here so these idiots who post stuf if they mispel a word can corect a word ,1
157896,e574faed05a8752e, ,1
16388,2b315d5c360f2f84, hatever dude uck of,1
4237,0b491d7d15af9b7d, ,1
155273,bb66d686f8aed392,you fagot as bitch always crying and shit s ahamut marine for gay as homo,1
90449,f20aeee680bbd31f, what the fuk is this sht who has the balz to fuk with my wikipedia step up u fukng absoloute hoplesl ltle white btch step up mother fka,1
144522,0e52ab1a2a267563, hut the fuck up you aint even staf and enior can go fuck himself that prick fucker,1
112708,5ae8af68a6927d23, o uck ourself o fuck yourself ikipedia is a scar on society ay im ales burn in hel for eternity agot,1
50125,85f768f973ec358a, hy are you a bitch put a constructive post and you changed it your a bitch,1
71010,be0cdab4cbd7a85d,yo wil i am sory wil i would like to apologizi have ben actin like a stragiht niga who is bugin and that aint rightuz a mad down niga doin around helpin ohter nigas like meand other pages so bitch as kids can fckin get they reports down quickeri didnt mean no ofence to u nawmean wil i just want to put this shit behind and be friendsi wana be real with a niga and no mroe bulbut on some real shit u cant be goin around deleted nigas pagesnawmean but yo wil u jus kep doing ya thang and kep it real dawg,1
153876,a44bbf2df12780e2, uck of comie stop covering up the fact you are in the ,1
126964,a7086bcfb17eb824, ig hat pig loks scary shit hehe,1
82009,db652829350d5cf5,youre a dirty fagot lick my hairy nut sack douche bag im gona edit the shit out of wikipedia and enjoy it so fuk you,1
17708,2ec6cf0b798d5edd, dont give a fuck it wil get reposted so you think i give a flying fuck about deleting that article for a month or ,1
81830,dadad9b2529dc529, ou filthy vandal wil se to it that no one know ever buys from your stupid megadry site,1
136073,d7cd431ba74a7e4c, ow dare ike and lonka just come in and take over this page t works perfectly wel the way it was before ho gives a fuck if it is a featured article or not ould the cast members please be aded to this article nd why dont you stop asking everybody what the problem is re you blind or something cant you read what they write nd by the way the new page is so god dam confusing,1
60150,a0fe48bc2ab9c672,did bitch has sum nice tatas i wana squeze dem melons,1
117954,76284cccd6a659bf, ont come near my page you sad litle man stop trying to order others around in a crepy way on iki get a life ardrick,1
