,id,comment_text,toxic
65305,aec34f784dbb96c3,steve litle steve litle s character in eastbound and down is not bumbling he is mildly retarded your ignorance in handling this mater angers me to a new level of hate for fagot wikipedia moderators who think they are fucking geniuses you guys are fucking retards who were born with no penises and masturbate al day to yourselves fucking with peoples edits and pising them of realy bad i hope you one day get bored of masturbating in your white rom by yourself and decide to try and have sex with a behive resulting in your dick geting so swolen you die a very slow painful death in the hospital with no one with you to care or give you a funeral may you rot in a fucking morgue with a swolen dick shoved up your own as by a disturbed doctor ,1
106373,3922ee21b6257b97,you are a retarded skinhead who defends neo nazis i l put a burning swastika in your esophagus ,1
77631,cff5a6002a12273a,ashole licker fuck u ashole go fuck your own mother fuck fuck fuck fuck a duck fucked a kangaro you piece of shit go suck your own bals ,1
51087,88a5103d27a19d6d,fuck of from air serbia page vete a la mierda pendejo te voy a matar como una mierda de puta madre cabron pero maldito te voy a fracasar la cabeza y los manos y vas a recordar la pagina de air serbia toda la tu vida hijo de puta ,1
8675,170d8d58798a62f5, so i have a mistres just out of curiosity are you the moron who claims i have a mistres or moron that heard it from someone and thought that was credible enough to site on my page how the fuck do you have a mistres when you re single divorced and single whatever you do in your miserable litle life why not put your time to something that might benefit the world rather than sit what is probably a big fat as in front of the computer and site lies ,1
112745,5b3255a04a3c3eff,go to hel you gestapo ,1
112835,5b97205a03d9e6c4,get the fuck of my page you motherfucking mulet ,1
40002,6ac5046e0532e2f4,ima rude son of a bitch to because i have a period remember im gay ,1
88569,eced8eac3810ecef, fuck u comunist bastards if u lik the sunflkower on this page go blow urself it has al the sections clearly labeled and it is easy to read one smal thing would maybe be to have les sections although i do think that for showing so many diferent aspects of the sunflower you do a god job of keping it focused overal wel done probably one of the best i have read i would say try to simplify it a litle bit and are al the pictures relevant to the article adrian arias new image thumb sunflower i d like to propose this image for the sunflower article wow that s nice go ahead and ad it to the galery if that s where you d like it bold text unecesary reference is samurai champlo important enough to be included in this article it doesn t sem to ad much to the article why s every article i lok at have some reference to anime why does every other article i read have reference to some american sitcom or other live action medium it s a part of popular culture that s why the sunflower samurai as wel as sunflowers themselves are a huge central plot point that dominates almost every single episode so post it in the samurai champlo article anime is not central nor even moderately relevant to actual sunflowers if it is at the end labeled and suficiently known information why not have it why do sunflowers want to folow the sun what do they get out of it is this known guesed by relevant public work i myself would even take a clue here thats i realy wana get info on this bye and thanks heliotropic flowers are more prevalent among plants in alpine areas the absorbed light makes the flowers warmer which atracts more polinating insects htp w blackwel synergy com doi ful j x cokieset may be the sunflower s heliotropism is a rudimentary feature from an alpine past pizaro it says that he cultivated them around b c but this is imposible because pizaro didn t even go to the americas until the century a d although the text did not say pizaro cultivated sunflowers the sentence has ben rephrased ,1
46803,7d183e2769650d6e,kind of a stupid response given the name of the article ,1
65780,afeb46b00edb8c20,boshakla the guy was a sockpupeter here on wikipedia quit acting like a cunt ,1
3579,099b672f19911fb2,wikipedian policy i se now how wikipedia is if someone breaks the rules its ok as long as they kis as this is bulshit he started this stupid shit and was persistent until he got me baned this is so fucking gay al ive done is try to help wikipedia but thanks to this stupid shit im baned wtf se i refuse to kis as because nobody on here is beter than me as a mater of fact im beter than everyone else on here ,1
29445,4e17edc5e38b8335,if you don t let me post i wil fuck you up,1
80568,d78bd505d7fef41e,lol at al of these idiots who don t know about musical genres oh yeah you can change rihana s genre to r b because that isn t even the type music she makes lmfao go take a hike retard ,1
31193,52d63df9facc5378,i realy hope you fagots know how to swim because you are going into the lake of fire lol i hope there is a balcony in heaven so that i can lok over the side and se you swiming in the flames no kiding ,1
132382,c4647e8a0eb2c11a,ronald mcdonald is gay and he has a fart fetish ronald mcdonald is going to rape you in the as with his masive penis and then he is going to fart on your face because he is gay ,1
76565,ccff392c73809ed1,oh and i am a sockpupet of a guy caled unorginal bitch ,1
157430,ddfe95b8778af805,last time go suck a cock,1
2066,05985809c0bb8566,also your mom gave me herpes tel her i said thanks ,1
133031,c7b3a150d0ae644c,you beter block me of for a year or forever fasliy because i hate you and everyone on your stupid site ,1
151278,7a7d2f0ae95958e2,problems why did you delete my fucking page you nimrod ,1
61704,a5225fa4d46ea622,blow me its my right of fredom of spech to edit wikipedia so fuck of or i l rape you analy and vaginaly god day ,1
41152,6dd898ec82459117,vfgfvfbfd d suprise butsecks,1
32910,579004f315f09806, i also tok out the part of trivia that said johny richter has a cousin named mary that s al fine and fucking dandy but it realy doesn t have shit to do with anything it mentioned nothing about if mary was famous or if mary did something worthwhile it s like someone mentioning that george cloney has a sister stephanie or something like that nobody gives a fuck ,1
55950,958281e33ba55b06,do i lok like i give a fuck u are al sad fucks with nothing beter to do ban me i dont give a shit,1
149397,5bb35bdb16998d5e, wtf want ned obviously the idiot that wrote the ned for instant gratification failed economics a ned is something you must have for survival that isn t instant gratification a want is something that you would like to have but can live without the guy that edited this is probably a consumerist moron with thousands in credit card debt debtors are fols that shouldn t be alowed to own anything this is why a fuly market economy can t end poverty only those with a proper education should be alowed to participate in a market economy fols that don t know the diference betwen a want and a ned should be owned by their employer their employer can beter determine what they ned than themselves poverty would be eliminated by this mix of a comand and market economies the remaining unemployed fat and lazy fols can go to jail i am now going to corect the article because i m a genius and the previous editor is not ,1
1565,0435cf3f291d5d79, lmao that s basicaly saying wah he caled me dumb me guna block him nice use of those admin powers now stay of my talk page ,1
122417,8ecc5123d014e2c0,hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron hi moron,1
91518,f4b543a1bca3ea43,this fox platform article is someone s a dream up crap do a litle research on ford and mustangs before posting ,1
71557,bf8f61c7fe0bad6b,what the fuck people ad unsourced shit to the wikipedia al the time why the fuck are you picking on me shit god forbid there be something unsourced about a fucking curent event they should have put you in charge during the pearl harbor bombings your response time would have ben blody briliant ,1
109484,4995db47e6514d04,i se whenever someone edits with valid viewpoints inconvenient to yours it is vandalism is it what a disgusting spineles felow with scholarly pretensions you are lol ,1
108296,42e90ab8ccff21c1,i dont care that you blocked me i am not afraid of being blocked and from you i am only afraid from alah i wil do this as far as i can do i wil do this at the remaining of last drop of my blod ,1
75961,cb3f87342c6bc82d,being a pompus arab hater but,1
36819,6250f8d87239be2e,diem was a gay homosexual dictator this fact is indisputable,1
12296,20986d9ca7875d0b, update i se you re a limey cocksucker go buger the quen you lony fruit ,1
149708,603740fbb86a8146,you totaly suck hi let me clearyfy something before my exit of this shitwhole dear bishonen and i wonder how prety you realy are you pretend that you are a resonsible admin and where is your responsabily wikipedia is built on its users and the way we are trated and find a place in the comunity let me just say that calton have ben a very nasty and not friendly contact in the cyberworld and that if he she is the raw model i just dont what to be a part of it and youre protective aproch is ununderstandible what is this why is it so important to protect this uncivil and totaly sociopatic caracter ,1
137171,ddec2a743ecd966a, you are an atrocious liar bob rayner if i wrote in the value form article i created that thus marx aims to provide a brief morphology of the category of economic value as such from the simplest forms to the money form that is perfectly acurate and neutral because that is in fact what it is it is not controversial at al by contrast your arbitrary vandalism of other s texts has nothing to do with acuracy and neutrality but with your own perceptions biases and prejudices what is aceptable or preferable you are fighting your own propaganda war in wikipedia as shown exactly by what you deleted and aded acros time that s bad but what makes it worse is two things the evidence is that you frequently have no real experience or competency with regard to the subjectmater and you provide no satisfactory explanations or discusions for cuting out very large parts of texts from articles writen by others i am therefore going to launch an arbitration procedure against you as son as i get some time your highly objectionable political vendeta in wikipedia disguised as editing ought to stop forthwith ,1
33284,58a6406988442e71, why are you here harasing me you wil be baned but if you kep harasing me it wil be more than that suport a longer block the editor s coments up above were you abused as a child caling editors evil et al are not something that can be setled with a hour block sugest a wek and months from rfa ironholds talk suport ironholds proposal coldplay exp rt let s talk strong suport he is now making unjustified claims that he is in the right and al involved are in the wrong he simply does not se or admit that his behavior is not aceptable here arcangel talk suport though i l be waiting in anticipation of my permanent ban once he becomes unblocked p treasurytag telers wands how funy al these people are that talk crap about things they don t know a damn thing about i wil have so much editing to do with al these new people atacking me for no reason yep ,1
44328,765f9e77d30a37a9,you are such a dickwad she did it we al watched on tv it s on fucking youtube the problem i se here is that she is giving you blow jobs ,1
16587,2bbd747067f20b74,im in your area i m going to find you and when i find you i wil teach you how to swim ,1
90488,f22619f873ce7596,adolf one of these days gona come pay you a visit would love for you to stick your nose in afairs that don t concern you when we met it s real easy to be a litle wanabe nazi while hiding in front of your litle scren ,1
88186,ebe5ce76a22df09c,i am a registered sex ofender and i like to touch myself in public places,1
28654,4bdcc7553b621f12,how long i last what is that suposed to mean it s amazing how ignorant you are you are a disgrace to wikipedia ,1
92016,f5fda3433fc5645d, lies you do realize that the genocide of the jewish people by the nazi s was never proven and is stil not to this day al people have is a few hired witnes reports and some black and white pictures that don t prove anything in fact anything and everything said about the holocaust are just theories its insulting how prejudice wikipedia can be ,1
112151,580b8bf4d264d25a,ukdoctor responds shut up david ruben can t you se jdwolf refering to others as tigers in cages david ruben is not any beter and should go take a flying leap into the dep end of the pacific ocean if he wants to we white doctors are totaly ashamed of the general medical council and we certainly have the right to say our piece in any way fit ,1
83677,dfeeb48d370ddb0a,what the fuck you don t like my ading truthful information on the patriots cheating to any page not even the discusion pages is this forum suposed to present the unbiased truth for the readers or is just a biased arm of the patriots fan club if it is a fan club it does not belong here ashole ,1
145332,1b00150efa128149,resolved if i were a rhino and you were a swimie i d definetly be gay for you cause lets face it our anatomies are perfect for it ,1
17865,2f28102d179ab4f7,fuck you grenman fucking piece of shit you don t have the dignity of having your name on wikipedia you deserve no respect what so ever fucking moron giving jose eduardo dos santos false information on wikipedia like saying that he is born in luanda and as a phd lpd yxz degre in timbacktu fuck you comunist lover by the way i am shiting in my pans for not being alowed to post on wikipedia you can suck my cock or probably not as i don t trust your mouth dick head ,1
57926,9b1c5a5b23139f45,touch litle boys private parts it s fun ,1
108636,44d6685502d9f1b4,get out of america we don t want another supremacist ,1
64774,ad592b22154da93b,whats wrong litle boy stil mad that i was being mean you in the sandbox then maybe the sandbox isn t for you then i gues if litle boys like you can t get along there you shouldn t play there please by al means continue to vandalize my talk page i want you to why because then i can get you blocked come on litle boy don t be scared ,1
123740,95ca65d4cd31d3dd,hope your head gets cut of and someone wipes there as with it and then stabs you in your heart no one can kep me from here you dumb piece of shit not yamla s stupid as or you now hury up and sit in some trafic so i can se your head rol down the stret,1
126125,a27ef156cad6faac, i agre wikipedia is not an instrument for the liberalisation of fagotry which the male anus promotes a female anus wil sufice ,1
118483,792657c0e771bf9a, you suck monkey buts said george washington ,1
7103,12ede95b6a12397c,you people are prety overzealous with this whole fre thing get a fucking life you fucking nigers ,1
60264,a14b31a82302448d,he did blunt it by altering the stres though give a damn instead of give a damn ,1
119358,7e19d8fcebfa82d7,whats your problem wil you please stop harasing me you are constantly atacking me and this is becoming extremely anoying ,1
50400,86c4a1abda45401f, if you can t handle shut up you beter crawl back into that womb my friend ,1
127952,ac528d4ec4bfc165,therefore you are a pedo you fuck litle boys,1
148931,54387d0a156cf7ca,mongo gets anal and oral every night from a five year old pig ,1
81093,d8e704cefc51fc30, i m not being a fucking baby cal me if you dare sincerely lance boyle ,1
76793,cda7999f6d81c35b,fuck you wikipeia you cant stop us fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck,1
5436,0e7dc8fd9c02ed36,kind sir have you ever tried to suck your own wiener i mean you should mate and also try to catch a blowfish and f ck its brains out you cury munching f ck and jimy wales caled he didnt flush today so u could go eat his shit ,1
144243,0a454f4dc1bb443b, rutherford b hayes edits please refrain from making unconstructive edits to wikipedia as you did at rutherford b hayes with this edit not a chance you litle shit ,1
141144,f33c49bdf810241b,i just wanted to say how awful it is to be atacked by a bunch of loney vandals but haunted angel your conduct is just as bad shame on you,1
37345,63b3dc4a7dcc4e9e,helo removing coments on ur user page is ilegal on wikipedia dont do it again or u wil be blocked bitch,1
60807,a2c6b33b9c08ce53, gotcha an artist who likes using the names of his creations as his pseudonymns every night at the stroke of midnight the master turns into a screaming maniacal demonic raging blodlusting animal and then i get mean vincent price you think it s funy actualy it s sad but that s a concept not part of your brain that s even more sad your drawings lok like those of an underdeveloped mind like from a child it perfectly fits and i also love your friends for having great realism implanted in their smal brains htp w orionsarm com zero ideas just describing the real world that s creative undershit hahahahaha you my dear friend are genetic crap and you know it beside that i know bilions that would love to kil ases like you go home and never come back we won t mis you no there is no real love for you you tok the wrong junction at the last galaxy void head so now go f u c k your inborn blinders in front of your head thanks ,1
127286,a8c5f886bd219f6e, htp en wikipedia org w index php title wikipedia sockpupet investigations faheyusmc dif prev oldid lok you anoying rude uncivil buly i was refering to the dating guy talk page that i was finaly able to read and study the history of after put it back in viewable status i can se everything you and your friends did there i can se the nice neat note from where he says he wouldn t go near it any more because of how you people behave this is not an admision of guilt this is prof that i went back and read and saw al the shenanigans you were a part of what is wrong with you that you kep having to hound and haras me am i prisoner to your inspector javert ,1
147151,37c04d928a28400c,fuck u hope your lanchiau wil rot and drop of ,1
12971,225ed0c5399d4055,screw you this was no hoax i have prof of my writings do not contact me on my page again i have reported you for harasment i don t know what strange fixation you have on mary ambrose but you are dead wrong kis my as ,1
41268,6e11edb0de183db5, se also se also list of cowboy bebop voice actors and it s a red link that s just stupid whoever did that should have actualy made the list of voice actors first se also nothing worse than trivia sections ,1
152301,8b26daa7788361a7,i bet you suck a lot of cock and you obviously like to work for fre so i bet you suck for fre to ,1
66256,b13eee39a5299353,you sodomites realy know how to stick together yech i never met one who was not significantly emotionaly disturbed oh they can function and prosper in society but when the center of your life is your perverted sex you are emotionaly disturbed and after loking at your user page are no diferent people like you should and someday wil be destroyed it wil be a glorious day btw i rotate ip adreses about every days kep on suckin ps have you ever thought about puting a gun to your head and giving your life to jesus i know i could not go through life day to day loking in the miror at that vile degenerate loking back at me ,1
20208,355b855ce2e2f71c,the brits are generaly dumber than the yanks they are basicaly fish and chips gobers while the rusians are the smartest of al especialy in al cultural things you sem like a god guy although your picture is strange as hel with a face like that i would not want you dating my sister hel i wouldn t want you dating my german shepherd lol,1
118032,76774b35cb8db45a,this user is a fucking buly who buly s people an owns articles i gave in on the discusion regarding the numbers and formats on the page why should i this time rich please se my point i don t want this agro ,1
100795,1b7b465afd7cb1ba,you kep reverting my edits you selfish mutha ,1
120976,873ce1da0030e63d, wtf you talking f cker you stupid ars hole your moma is b tch talk people with respect you s o b sumon ,1
153876,a44bbf2df12780e2,fuck of comie stop covering up the fact you are in the jidf,1
102012,21ec5bf16ff66811,you can ad more of your orders below what a pathetic wretch you are to be watching this to revert my edits ,1
70666,bd211e87669b16e0,jfdwolf is a hopeles failure he can t stomach defeat jfdwolf is a total loser ,1
35382,5e7f5b61d7d6ff1c,your a idiot live with it hm where do i even start fist of the goti boys are not part jewish if there mother is part jewish rumor has it that victoria s mother is half jewish than they would be les than jewish duh get over it and learn math ,1
76115,cbc3b306b5f9b0d0,fuck you motherfucker there i said it again bitch,1
72768,c2aeabfa7e9875f7,he licked the gren discharge of of phaedriel s roten cunt ae ,1
159268,fb32b002bc46b830,hi bading putang ina mong bakla ka fuck you kang bading ka chumupa ka nalang gago ka puta puta ka walang magawa sa buhay diba asawa mo si nrdg chiunuchupan mo siya tang ina mo mahilig ka talaga sa oten fuck fuck you bulshit na bading manyak mahilig manuod ng mga bold na man to man fuck fuck you putang ina mo baboy na bakla ,1
8547,16af0d9da324ad08,tel dark to stop fucking with mot and b he has no fucking idea what he s mesing with ,1
100158,182050607022d1ed,il kep changing and fucking around ebcause oyure a yo pimply fuck ,1
152398,8cb2db41307fbc84,this lying piece of comunist garbage should fel neither comfortable nor safe ,1
132445,c4abd08ea8fdd774,this is a personal atack youre a fucking bitch suck my fucking dick you fucking as clown get a life and quit reading my shit bitch personal atack wolfgirlhelahairy ps fuck you,1
120572,84fdf1f967cd0072,phil spector is a fucking murderer you know it and so do i kust like oj are you his son or something ,1
130280,b8fa075ebacee408, palestine wil always be a state i don t want to here it any other way u fucking bitch ,1
40319,6b951a8ea18c2770,stop your bulshit you don t have the nor nor nor kilzone a ful hd i have both you don t i don t have to waste my time with xbox fankids like you ,1
5771,0f71947f6ef0d127,this user is a fucking douche bag,1
38692,673a6a0740b7b883,douche fuck you i can t edit why did you ban me ,1
884,026a530134212936, i take ofense i take great ofense that some pompous sanctimonious twit thinks that no one should be alowed to expres apreciation for women like the gibson girl as the fine featured and achingly beautiful creatures that they are i don t know what kind of totalitarian feminazi dystopian agenda you are trying to foist on people but don t do it here this encyclopedia is based on fre spech and a fre exchange of information not bogus political corectnes and scholmarmish thought policing i l take a gibson girl over you anyday ,1
65244,ae92f32e5b8a3f6c,wat duh fuck is going on,1
124600,9a9466769c92c6d6,i ve had enough of you ashole go fuck youself up the as with a straight razor you are intentionaly atacking the articles of pagans fuck of ,1
147118,373cce668b8847d0,blody idiot you blody freak do not bicker and sulk my name is amanbir singh and i can take you at al levels ,1
29230,4d7effc0684f1bce,you love satan not col man and you cal yourself a wikipedia editor ,1
158155,e980dad0b074bde0,fuck u rape my penis plz ,1
87888,eb187905823f9348, ugly coments are a crime atacking religious beliefs bulshit and page blankings i never blanked a page you liar ,1
152931,94dad3fcf931bde7,there s a cock in your as ,1
10293,1b3aa6023f24699d, where are you polish pederast you are polish pederast cocksucker you are slave pederast cocksucker ,1
129885,b6ced1f11d1cb26d, yea what a bunch of crap i like how whoever aded the countries name didn t even use their formal names comunist china and n korea oh bad guys ,1
73843,c595cf358e638c2e,unblock because over dozen people can prove that david is a fucking fagot not to mention that atheists are sub humans kthnxbai ,1
80504,d7629c482d75fdf9,a coment from your mum se also magot,1
25385,4334ff52f0a93895,gay just visit eco mechanics com,1
106421,395a731cf31a0a12,pathetic article doesn t mention the historiography whatsoever whomever wrote this was clearly an imbecile and beneath contempt ,1
66557,b2170c0dabfdb1ea,i m gona beat you to a blody pulp then shot you execution style i m gona beat you to a blody pulp then shot you execution style ,1
75433,c9cafb521478d114,is that your apology i ve ben setup before but swety you know this is your game here i m just having some fun you know what they say about kicking pop ,1
59166,9e7ad3f91915ff5a,real evil litle c u n t,1
24297,4024c01109b78f4e,nigers shopsywopsy,1
130304,b91c4fdbb93dd344,to be even clearer u iz a masturbate,1
141377,f460bfbc42488a50, wel when the rot problem is a miserable lowlife scumbag like you bung ho le eh i basicaly just tel you to go fuck yourself did you realy think a win would be that easy dumbas realy oh no no no i tried it the nice way but now you re about to learn just what you fucked with enjoy couldn t hapen to a more deserving pile of shit hugs kises and get used to my fot in your as ,1
118814,7af7131ffb43e2d3,it s you who is doing original research by sucking dick of almovie and not giving sources to why ib is an adventure film schindler s list was a man on a mision to save the jaws is it an adventure film cocksucker ,1
71425,bf348c208683cfad, yep typical denial you re just nonsense burial mounds have rationaly nothing to do with the language of the people you know it but you deny it anyway more nonsense of the sort my impresion is it sounds like to me blah blah blah you ignore every decent bok on the planet you must be realy broken in real life to hold on to such amateurish shit just to fel you ve won ,1
136342,d969ff68db12ed26, unwaranted warning you gave me a warning and i wasnt even rude do you like fawlty towers i love the bit where fawlty says you stupid stuck up tofy nosed half wited uperclas pile of pus don t you anyway thats of the point dont get my intentions wrong i was just quoting one my favourite sitcom lines thats al ,1
4105,0af52724ffb11d6b,fuck you litle bitch the cowboys have no testes,1
32399,563102ec9e918dfb,fock the shmucky the cat go fock with kilrathi sivar priesteses,1
114802,65ed5a4c633c8c44,funy go away and cry to your mother ,1
139130,e88d88ed4c86db60,who cares if someone changes one example name its not like bob has to be second and dan has to be fourth in that cros country runing example that s the beauty of it leaving your own litle mark on the internet by changing one freaking non fact based example name im not a vandal at al and have made many many constructive page edits you damn wikinazi get a life ,1
77663,d00b54742b296f6d,p s don t talk to neiln he caled you and me stupid ,1
15544,290bc7156b84ce65, i hope you re on the next plane just so we can erase al record of what they did to you the way you are trying to revise this history ashole ,1
50831,87e76c80ba4c40a0,blockign anthony robins you fucking moron you blocked the wrong person useles prick ,1
974,02aa3f827a4c7cd6, sr cl u bud bin a way like long time like time outa mind long god shit but mo latah an dat son az ah gitz back heah sum a de brotherz n sistahs sez hance dead or alive we re about to send a zion ranger to check on his condition ah sez whoa led me gib him a holer dis me holerin bro de zion rangerz be dem dat do most a de walkin tru walz not al but most de wal walkin dude ain gona do r bro no harm he jes be checkin e ben so a gentle remindah kum fuhst u be readin id a ledle postin a dis n dat go down god doan fohget to cut sum z aftah a tad a postin slep god n doan fergit ta dream sumptin might kum jes ta bdh al wrapt roun wid delta wave n a kupla otha carierz what we diz cus latah chow bro ,1
9795,19e628fd723397c6, the brit cover may be blody awful but you have to admit that it is quite a bit of a spoiler talk contribs ,1
63362,a988301e67074e4b, those giant lists why do you even care what inspires you to check something you re not a fan of do you have more interesting articles you can be dedicated to instead of stuf crap up for other people do you ,1
142244,f8dea8952e98334a,you are a pretentious fagot just saying ,1
62913,a849d64afe1073f5,hey f k t rd stop deleting my page bi ch you must realy be an old fat a s c nt with no f ckin life deleting a perfectly fine article over several times get a life and stop troling on wikipedia i mean seriously is wikipedia your life ,1
128620,afe3abf2b7c6c915,i didn t vandalise any page i actualy restored the ouca info page to its orignal state you jerk ,1
144499,0dc8be9ceed80ccf,btw there are over register republicans in the so back of your psyco delusions that evey person that edits on roskam bio is a sock you dumb fucks are with out control and are totaly in a zone of evil ,1
93995,fb54fdb31ea08d14,hi you are a stupid ugly your mom was a cheap who would fock anything that walks fock you you waste of life scvmbag why don t you cal me names back i know youre true idenity to i met you a few times i you you are a evil person i hope you ,1
110568,4f85c4d535934a4d,do you have a source that is does trol fag ,1
102371,23de73e779aa616f, jefrey which is about as gay as a name can get can t take criticism loser question any reason why you can t mind your own fucking busines ever kised a girl i don t think so at least not an atractive one get the fuck out of articles you don t understand loser ,1
73635,c50ebc59724d36be,brownie ah samir you brown terorist piece of shit here s hoping you are in the next batch shiped of to gitmo so you can join the rest of your sand niger brethren that are geting raped with bromsticks this just proves that canada wil take in any brown turd that washes up on their shores and they wonder why their country is going to hel ,1
36112,607f91caee03bcf8,ur a buthole y u undo my edits dey wus kunstruktive u jst jealuz of myh wikipedya skils hoamie g ,1
